OperationalLimitType,Normal,77ABD436-BAAC-4F66-AED3-CC81D3DBFE69
OperationalLimitType,ShortTerm,A0DB001E-AF08-4C63-8AA1-0D095688DBB1
BaseVoltage,BV_0.60,E18B2A77-4D06-475A-83D1-257C2DAB9C2D
BaseVoltage,BV_34.50,DBA83F3E-9FA6-453E-9FBC-73FA0BBE83CB
BaseVoltage,BV_230.00,FA4E9325-13BE-4980-BC1B-D3832EB55232
ConnectivityNode,1,0D346513-A8C4-4B88-9115-F49FDE77FDE3
ConnectivityNode,2,82B17EC0-8265-4653-BDBC-C2B3CC679545
ConnectivityNode,3,EE6FE71A-A9DE-4A70-962D-76C4496A7D46
ConnectivityNode,4,F1D8559F-C599-4317-ACC6-7DFCC8D28CAF
ConnectivityNode,5,49775C1A-39F4-48E3-B47E-834A29EC8836
ConnectivityNode,6,B42190F4-1B21-41CD-9F12-5D2063740289
ConnectivityNode,7,18CD2BB5-6651-472A-B7C6-74AA4503AB2F
ConnectivityNode,8,D7FFECE8-9AF8-4EC8-82A6-F09B9E70ABFE
ConnectivityNode,9,50F431B1-2B0D-4643-B99A-2DE6B2086D64
ConnectivityNode,10,0B2BB3E3-80F5-48BC-883C-4FB49967BCC5
ConnectivityNode,11,D3450F06-6527-4EAD-BFCD-0329101F2511
ConnectivityNode,12,6EBC949C-1AFF-4C3E-A7C9-0B9C7E462F66
ACLineSegment,2_3_1,B720A0C7-D1AB-43FE-86E0-190BAB17F6DC
OperationalLimitSet,2_3_1,F142D777-950C-4861-A79F-47722E966B13
ApparentPowerLimit,2_3_1_Normal,E14FE4B6-E82E-483B-9055-1FF811C95C21
ACLineSegment,5_6_1,504652FC-355A-42E0-9462-78117DCEF0A6
OperationalLimitSet,5_6_1,BDD513D6-1EDF-4A40-960E-EF9FE899F1E1
ApparentPowerLimit,5_6_1_Normal,EEA7553D-E5BC-469B-8CA8-05B4F9707608
ACLineSegment,5_7_1,B99C1747-9C7C-4F5A-B267-0EDD0DA58108
OperationalLimitSet,5_7_1,D6D3943F-159C-4A31-B0BD-748E064A2196
ApparentPowerLimit,5_7_1_Normal,CD1B4F22-B7FA-494A-959D-6FA646348B29
ACLineSegment,5_8_1,C49D5D63-F29F-4CAB-B39E-7E10D6BE7744
OperationalLimitSet,5_8_1,FB29D331-BA8F-4706-A1D0-7FE861E8EE56
ApparentPowerLimit,5_8_1_Normal,AFB82135-6715-4F0A-A0AD-CA678226F150
ACLineSegment,5_9_1,712C072F-5853-445F-B04E-1973FE110433
OperationalLimitSet,5_9_1,65DD5976-BB1D-47AB-94EA-CC50EE07826B
ApparentPowerLimit,5_9_1_Normal,EE18945F-F018-43A8-BE42-38126DFA8799
ACLineSegment,5_10_1,2A5A6262-A2C8-4A68-AC39-58146E85F4EC
OperationalLimitSet,5_10_1,23E1DBB0-7266-480C-8341-0B4883017E1B
ApparentPowerLimit,5_10_1_Normal,473E4BDD-3B79-48FF-B013-60FDE7C4A8D8
ACLineSegment,5_11_1,120A5D19-D703-4508-80BC-CBACDF876508
OperationalLimitSet,5_11_1,4EF1A005-2F3C-4A1F-BDBB-63DEB32EA5C2
ApparentPowerLimit,5_11_1_Normal,B79CC348-5503-44C5-9FED-C39C9AE10CCA
ACLineSegment,5_12_1,19826C0D-3F20-484C-87C7-F1A70FEC6F6C
OperationalLimitSet,5_12_1,601B67D3-DBFE-4ED2-BB22-D0627B589593
ApparentPowerLimit,5_12_1_Normal,EAA538B5-2AEE-4EDA-9A05-96293139CCA3
DisconnectingCircuitBreaker,4_6_1,ED0C0C3E-4ABF-4CC2-A3D4-913A0CE83692
OperationalLimitSet,4_6_1,DBDA5B12-0A51-408F-A19C-74BFD3798064
ApparentPowerLimit,4_6_1_Normal,26B44F07-CB51-484E-9884-1E5F65B4C990
DisconnectingCircuitBreaker,4_7_1,351E0161-F69F-416F-A88D-27AD71DC3B3D
OperationalLimitSet,4_7_1,0CD9E10A-D397-4E9F-995E-9142B3DD934A
ApparentPowerLimit,4_7_1_Normal,275E6F14-5A35-44A0-A924-2DBDB3B05A6E
DisconnectingCircuitBreaker,4_8_1,6D84F700-4E67-4194-B4FB-2909F016CCE4
OperationalLimitSet,4_8_1,989ACC43-302F-4538-BE44-4D3B50D6268F
ApparentPowerLimit,4_8_1_Normal,96BADF04-9627-4A23-8FEB-F0688D96E943
DisconnectingCircuitBreaker,4_9_1,76AB8421-9974-4D8A-BF09-C3C704E7343D
OperationalLimitSet,4_9_1,DB8BCEA3-4B43-4755-B44E-04880B345BCC
ApparentPowerLimit,4_9_1_Normal,3EDC76D2-88BD-4CBD-9733-ECCF712F0A0A
DisconnectingCircuitBreaker,4_10_1,D3C19ABF-3D9D-40E8-953F-9601694E5211
OperationalLimitSet,4_10_1,0EEEA63C-C19A-4ED0-86BF-A980337CC656
ApparentPowerLimit,4_10_1_Normal,B4BF9E22-74D1-437F-A63C-7AC9F993822A
DisconnectingCircuitBreaker,4_11_1,389D91DA-D1F8-4642-A233-274507A27476
OperationalLimitSet,4_11_1,CC57B71A-397C-4EA8-9C6C-D816483A57B7
ApparentPowerLimit,4_11_1_Normal,86EEC6C3-72ED-4B8E-AD09-1730DA363CE4
DisconnectingCircuitBreaker,4_12_1,9D76B37A-5430-46E2-8E79-C83C845D5C27
OperationalLimitSet,4_12_1,BC6DF774-7821-43B8-88DE-DE9CC6828620
ApparentPowerLimit,4_12_1_Normal,7A5FB5E3-14FF-40A5-90BA-DAA57FDF449C
PowerTransformer,4_3_0_1,553C8DD4-48BB-4255-994B-6951693FEC63
PowerTransformerEnd,4_3_0_1_End_1,6BC39BAD-9086-4749-93E7-B3DF14136636
OperationalLimitSet,4_3_0_1_End_1,27DAA770-6DCD-4A4A-B35B-9B5D525E410C
ApparentPowerLimit,4_3_0_1_End_1_ONAN,3D7686B9-66C3-4894-9163-064258FB89F5
PowerTransformerEnd,4_3_0_1_End_2,CF35E997-2CC1-4D5D-9A42-F4F0CBBE3D3B
OperationalLimitSet,4_3_0_1_End_2,78034673-227A-4BC9-B637-C86FC1EBFEBB
ApparentPowerLimit,4_3_0_1_End_2_ONAN,357887BC-4174-43B7-BB59-2928F43716FE
TransformerMeshImpedance,4_3_0_1_Mesh,33AA98EC-E3AF-4C01-8B13-7713103A775C
TransformerCoreAdmittance,4_3_0_1_Core,018D435F-29E9-4E3D-B361-A1A68BB350C4
TransformerSaturation,4_3_0_1_Sat,1DEC6DAE-C13E-4F36-A9CF-72589BF86C7A
PowerTransformer,2_1_0_1,3B6C281D-69C1-4E53-8AD3-60B5D42BA2A5
PowerTransformerEnd,2_1_0_1_End_1,E743A608-EA28-4D43-A013-657FEBCEAA6B
OperationalLimitSet,2_1_0_1_End_1,BF0909BA-3FA7-4012-97E2-43ECD51AF96E
ApparentPowerLimit,2_1_0_1_End_1_ONAN,07E793D0-7A99-40C8-8026-2703AE6F2AC4
PowerTransformerEnd,2_1_0_1_End_2,96513B25-FEEC-4C2D-AC11-8D475B1E2A19
OperationalLimitSet,2_1_0_1_End_2,2A0B87DD-0658-4EBC-A612-E0A8ACE526AA
ApparentPowerLimit,2_1_0_1_End_2_ONAN,F1DB8C3D-0669-477E-8AE3-77754B2E4FE4
TransformerMeshImpedance,2_1_0_1_Mesh,66A48F5B-F414-459B-8F53-84681D21DEF1
TransformerCoreAdmittance,2_1_0_1_Core,73C87014-A00C-4377-9609-80C8500FB5F6
TransformerSaturation,2_1_0_1_Sat,8C421075-1459-4915-8861-D257446A5699
PowerElectronicsConnection,1_1,0A82F415-8F69-431F-8CA1-9561F2857828
PhotoVoltaicUnit,1_1,26074AB0-0691-4AE4-BCE2-A37DFB492A2B
IBRPlant,1_1,298095DE-85A1-474C-8316-8CAE0F932952
