BaseVoltage,BV_345.00,1D69A23C-D4C3-4ED4-A4D4-356766B66621
BaseVoltage,BV_138.00,FEAB7567-9E47-4A63-91C6-DB80E48E393B
ConnectivityNode,1,D3C50564-2BA5-4B81-AFF0-BB99CE54E804
ConnectivityNode,2,5A74B6F3-2B95-47DE-88FC-902A6643D37A
ConnectivityNode,3,FA16A3CC-2849-410E-91E7-88674CCA513D
ConnectivityNode,4,212BCE15-7CAE-4469-B001-5040D60466C6
ConnectivityNode,5,1FB3938E-D0BE-4AF9-8A2A-1EA4EA9C7B4E
ACLineSegment,1_2_1,68B79170-F5A8-481F-9792-6838B2D02849
DisconnectingCircuitBreaker,2_3_1,8952618F-8852-4420-9850-514793565B23
DisconnectingCircuitBreaker,4_5_1,AD792DFF-2C58-4BBF-8D75-2F72CFAB796B
LoadResponseCharacteristic,LoadResp_Zp=100.000_Ip=0.000_Pp=0.000_Zq=100.000_Iq=0.000_Pq=0.000,3C4BC1F7-406A-42A1-8788-50BB322944EB
EnergyConsumer,5_1,C03E1E94-9701-44E0-9D21-DF93F48F1052
PowerTransformer,3_4_0_1,473050BC-A2DA-4E64-9803-78DC64176786
PowerTransformerEnd,3_4_0_1_End_1,7507DEC9-7F4B-4C0C-ABC1-477372339EBF
PowerTransformerEnd,3_4_0_1_End_2,B4ED2857-F5D2-471F-9764-FC6799526E55
TransformerMeshImpedance,3_4_0_1_Mesh,D144E5DA-C8ED-4353-91DC-2A4CA748189C
TransformerCoreAdmittance,3_4_0_1_Core,3BC401F3-88EB-44B3-8D1C-75A2A671E0AB
TransformerSaturation,3_4_0_1_Sat,A4548015-D844-4B79-8468-97B6B75936AB
EnergySource,1_1,81D2A6A9-1FBB-440E-A92D-D71E703D650A
OperationalLimitType,Normal,9B53D10B-5004-45B0-B977-BF08C85D9DA7
OperationalLimitType,ShortTerm,864DF75A-01F5-4786-ACA8-8BAD51C85A69
OperationalLimitSet,3_4_0_1_End_1,F889E8D1-860B-43E1-9FC5-9EDD7ACB232E
ApparentPowerLimit,3_4_0_1_End_1_ONAN,7BDA09A9-6260-471A-9F40-E1DC563010E2
OperationalLimitSet,3_4_0_1_End_2,92E48490-212F-4EEE-81A2-27E9A45FC58F
ApparentPowerLimit,3_4_0_1_End_2_ONAN,625A2878-8C4E-4B36-8E42-B4FFC996C70E
OperationalLimitSet,1_2_1,0A8F26A9-8D80-4BDE-8066-B38274DD0E16
ApparentPowerLimit,1_2_1_Normal,33A71D31-0E3E-475D-AB81-2BC2B03CB191
ApparentPowerLimit,1_2_1_ShortTerm,DB835BE6-1B69-4F1D-8971-8C003169FA0E
ApparentPowerLimit,3_4_0_1_End_1_ONAN_ShortTerm,0674DBE6-3CD3-47FB-B17D-215870733DA6
ApparentPowerLimit,3_4_0_1_End_2_ONAN_ShortTerm,35614308-6C00-4B25-981A-08F538EDD5FB
ApparentPowerLimit,3_4_0_1_End_1_ONAF,2B508360-A84D-4632-B168-97A7597517D1
ApparentPowerLimit,3_4_0_1_End_1_ONAF_ShortTerm,31828FEA-8F15-4407-B179-10E2AA9544FA
ApparentPowerLimit,3_4_0_1_End_1_OFAF,B1CA609A-0885-4AEB-A4F0-36E2B548ABDA
ApparentPowerLimit,3_4_0_1_End_1_OFAF_ShortTerm,4180C87E-0559-4884-BCE4-9F17477C6236
ApparentPowerLimit,3_4_0_1_End_2_ONAF,2B2F6C6A-A6E7-4EC1-AF7F-42F53003636E
ApparentPowerLimit,3_4_0_1_End_2_ONAF_ShortTerm,DCFF0DF4-8A95-438B-9AC0-5981EA9B2FEB
ApparentPowerLimit,3_4_0_1_End_2_OFAF,7CFD2971-198C-4768-961D-3B9BE3FE6333
ApparentPowerLimit,3_4_0_1_End_2_OFAF_ShortTerm,D2D6E90D-5259-4A30-B0B2-D2EE72815C3D
