10,11,10,11,0,397.2526128474408,380.5941363841529,113.832077043861,-380.0596892308309,-116.7046408048114
10,13,10,13,0,314.4071162591448,301.664353145798,88.60278096944046,-301.3290478418382,-93.62599139311884
13,14,13,14,0,297.5780402063681,293.7741537478152,47.42822580297408,-293.0896810016163,-59.91137042343775
14,15,14,15,0,18.920668957665,18.82794246516105,-1.870907890339202,-18.81662467334566,-40.36478283199308
15,16,15,16,0,321.555776022971,-301.1833748303991,-112.6352157165173,301.9737735604381,100.9529469056824
16,17,16,17,0,290.0610279807733,287.9081905551773,-35.27426490384574,-287.4114745383272,25.76204860174757
16,19,16,19,0,519.1419055499342,-518.0734754996494,-33.28951909732313,521.720016925362,41.42348358055968
16,21,16,21,0,343.6946485552137,-343.0350833911476,21.28245776033118,343.8426887515834,-37.65601273077743
16,24,16,24,0,103.8039675724228,-58.17340415411161,-85.97161585604289,58.19911613052176,78.42794293788513
17,18,17,18,0,168.6157892172212,167.8706270991345,15.83467494739715,-167.700160951643,-29.3634440120042
17,27,17,27,0,126.57132989474,119.5408478064199,-41.59672171031573,-119.3777929819312,5.732410677641581
1,2,1,2,0,242.8911759534569,-242.4531424382459,14.58070910047876,244.2469853018073,-77.32348778883251
1,39,1,39,0,242.8911759468157,242.4531424528,-14.58070874783692,-241.9594908655939,-63.18461021307691
21,22,21,22,0,622.664982003184,-617.8426887211007,-77.34398365035625,620.4653319073847,92.63677132699418
22,23,22,23,0,71.11029477999604,10.55063649133879,70.32324006561105,-10.51715456935888,-91.97901865062636
23,24,23,24,0,369.6942890569339,369.3120178662944,-16.80776073240124,-366.7991147157919,13.77206317167324
25,26,25,26,0,194.1495516073508,188.8827123403793,-44.91513518043667,-187.934102679571,-7.582828871949893
26,27,26,27,0,171.5004520652718,161.9838439823902,56.33506321360844,-161.6222068829612,-81.23240976594637
26,28,26,28,0,43.37166737355449,-31.54518018314358,-29.76580484339802,31.59134735595753,-63.59997675181071
26,29,26,29,0,89.09554714056648,-81.50456107980439,-35.98642860114546,81.85000016720859,-83.64635298444566
28,29,28,29,0,240.3032390378957,-237.5913473787817,35.99997698386927,238.2822047110273,-58.24519680660961
2,25,2,25,0,169.7812758856672,-169.5557012860061,8.749045820872217,171.2661906548285,-24.15998783677943
2,3,2,3,0,405.8508299498842,405.3087153239621,20.97001319621032,-403.4981659927759,-30.28461449222104
3,18,3,18,0,26.25824488479103,-9.697949711147242,-24.40174575373068,9.700161210880221,-0.6365553047891878
3,4,3,4,0,105.1218108727939,91.19611598727238,52.28636103240893,-91.05648780687436,-75.58871457648306
4,14,4,14,0,282.2267290981597,-273.7104361708352,-68.80787562929976,274.2617389968767,61.78227962111728
4,5,4,5,0,140.9127917917976,-135.2330759702647,-39.60340962820138,135.3684571071493,26.38611633815521
5,6,5,6,0,512.1899996366756,-505.8365625675843,-80.42367622552483,506.291477069184,81.32604203287131
5,8,5,8,0,374.3884013615332,370.4681054844965,54.0375600186799,-369.4875167409423,-57.17141555814275
6,11,6,11,0,387.315982125877,-379.1596641704709,-79.06718077855335,380.0593081240407,73.3996086552051
6,7,6,7,0,482.5872836350119,473.6681584673546,92.35237939741735,-472.4548259469593,-86.70636880679268
7,8,7,8,0,238.6701706992589,238.654825950438,2.706368818093219,-238.4540407464035,-9.246070649346999
8,9,8,9,0,139.2633425392833,85.9415574779442,-109.5825135387895,-85.6343764964307,70.14885151888389
9,39,9,39,0,110.6982734934141,85.63437649422266,-70.14885114432334,-85.57298758189053,-71.58378407584999
10,32,10,32,100,711.6575845213024,-682.2584892642311,-202.4348572592764,682.2584892642311,299.9997533133891
12,11,12,11,100,42.61116611167986,0.02514066931780246,-42.61115869515778,0.0003811130486842951,43.30503215324791
12,13,12,13,100,46.00841941050896,-7.525140668697087,-45.38884130014358,7.55489421862971,46.19776593893815
19,20,19,20,100,71.75124184809695,70.75814023411982,11.89648256220016,-70.72467581525194,-11.23675544737676
19,33,19,33,100,594.8725790547284,-592.478157107491,-53.31996494499243,594.8219982262519,100.8664562112877
20,34,20,34,100,564.7798509067818,-557.2753241795576,-91.76324455279234,559.9999054091347,146.2548691443361
22,35,22,35,100,651.71858387828,-631.0159660538085,-162.9600047787477,631.0159660538085,215.6973978891196
23,36,23,36,100,606.7771080465606,-606.2948595672559,24.1868168982392,607.8362858622295,59.66677354832861
25,37,25,37,100,584.5583477171811,-584.1489029822977,21.87512355208042,585.9291055794807,46.95937687232228
29,38,29,38,100,614.487506406118,-603.6322049762891,114.9915503185867,606.3017618704541,-62.93519088237098
2,30,2,30,100,482.3548290243755,-479.999999361605,47.60442937368028,479.999999361605,-10.39160640301343
6,31,6,31,100,608.203824750614,-600.7999713601462,-94.61124063726859,600.7999713601462,185.8418527586867
